Стрим;Арх. Компонент;Название оригинальное;Название в смарт-анкете СУМ;Контекст;Тип работы;Наличие норматива;Параметр-триггер;Параметры трудоемкости;Формула;Результат выбора;Кто может заполнить;Вопросы;Справочник;Комментарии по итогу встречи 08.06
ИД. Внешний;Арх. Компонент. Объект данных;Работа над артефактами ТПиС, ПМИ;Этап 220. Работа над артефактами ТПиС, ПМИ;Этап 220;Опциональная;1;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 1 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Работы по разворачиванию и настройке новой инфраструктуры;Этап 220. Работы по разворачиванию и настройке новой инфраструктуры;Этап 220;Опциональная;1,7;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 1,7 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Согласование артефактов и заведение заявок на доступы;Этап 220. Согласование артефактов и заведение заявок на доступы;Этап 220;Опциональная;1;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 1 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Разработка Решения;Этап 220. Разработка Решения;Этап 220;Опциональная;6;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 6 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Тестирование и отладка Решения;Этап 220. Тестирование и отладка Решения;Этап 220;Опциональная;1,5;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 1,5 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Проведение ИФТ Решения;Этап 220. Проведение ИФТ Решения;Этап 220;Опциональная;0,8;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 0,8 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Проведение Тестирования Решения и ПСИ;Этап 220. Проведение Тестирования Решения и ПСИ;Этап 220;Опциональная;1;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 1 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Вывод Решения в Промышленную эксплуатацию;Этап 220. Вывод Решения в Промышленную эксплуатацию;Этап 220;Опциональная;0,4;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 0,4 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Объект данных;Доработка внутренней документации и инфрмационных ресурсов группы;Этап 220. Доработка внутренней документации и инфрмационных ресурсов группы;Этап 220;Опциональная;0,4;Тип системы-источника (внешний);"1. Тип работ
2. Наличие конфиденциальных данных
3. Требуется хэширование/ шифрование
4. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 0,4 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Система-источник?;Планирование и работа с бэклогом;Этап 230. Планирование и работа с бэклогом;Этап 230;Опциональная;0,4;Тип системы-источника (внешний);"1. Тип работ
2. Способ предоставления данных заказчику
3. Сложность реализации
4. Наличие конфиденциальных данных
5. Требуется хэширование/ шифрование
6. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Способ предоставления данных заказчику] × [Сложность реализации] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Способ предоставления данных заказчику: Непосредственно→0.8; Опосредованно→1.2; Неизвестно→1
  — Сложность реализации: Низкая→0.75; Средняя→1; Высокая→1.5; Неизвестно→1.25
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 0,4 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Способ предоставления данных заказчику] × [Сложность реализации] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Способ предоставления данных заказчику: Непосредственно→0.8; Опосредованно→1.2; Неизвестно→1
— Сложность реализации: Низкая→0.75; Средняя→1; Высокая→1.5; Неизвестно→1.25
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
ИД. Внешний;Арх. Компонент. Система-источник?;Постановка источника на мониторинг;Этап 230. Постановка источника на мониторинг;Этап 230;Опциональная;3,9;Тип системы-источника (внешний);"1. Тип работ
2. Сложность реализации
3. Наличие конфиденциальных данных
4. Требуется хэширование/ шифрование
5. Двусторонний обмен данными";"ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Сложность реализации] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1)
  где Норматив — базовая оценка из столбца «Наличие норматива» (при всех Ki = 1 → ЧД = Норматив);
      ∏Ki — произведение коэффициентов выбранных параметров трудоёмкости.

• Округление: ОКРУГЛ.ВВЕРХ(…; 0,1) — вверх до 0,1 чд
• Итог этапа: ЧД(этап) = Σ ЧД включённых работ этапа

Переменные — параметры трудоёмкости (Ki, по умолчанию = 1):
  — Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
  — Сложность реализации: Низкая→0.75; Средняя→1; Высокая→1.5; Неизвестно→1.25
  — Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
  — Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
  — Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1

Операнды: «×» — умножение норматива на коэффициенты Ki; при всех Ki = 1 → ЧД = Норматив.";"1) Триггер (когда работа включается): Тип системы-источника (внешний).
2) Норматив: 3,9 чд — базовый ЧД при значениях параметров по умолчанию (все K=1).
3) Формула ЧД: ЧД(работы) = ОКРУГЛ.ВВЕРХ(Норматив × [Тип работ] × [Сложность реализации] × [Наличие конфиденциальных данных] × [Требуется хэширование/ шифрование] × [Двусторонний обмен данными]; 0,1) — норматив участвует множителем; подробно см. столбец «Формула».

4) Параметры трудоёмкости (переименованы по «Параметрам по блокам»; при выборе значения подтягивается коэффициент Kпараметра):
— Тип работ: Разработка→1.1; Доработка→0.75; Настройка→0.5; Неизвестно→1
— Сложность реализации: Низкая→0.75; Средняя→1; Высокая→1.5; Неизвестно→1.25
— Наличие конфиденциальных данных: Да→1.25; Нет→0; Неизвестно→1
— Требуется хэширование/ шифрование: Да→1.25; Нет→0.75; Неизвестно→1 (на «Система-источник» Нет→0.9)
— Двусторонний обмен данными: Да→1.25; Нет→0.75; Неизвестно→1
5) Результат по этапу: ЧД(этап) = Σ ЧД всех включённых работ этапа.";;;;
